number	book	chapter	verse	trchapter	trverse	trtext
16324	27	74	15	74	15	You broke open the fountain and the flood; You dried up the ever-flowing rivers.
16325	27	74	16	74	16	The day is Yours, and also the night; You established the moon and the sun.
16326	27	74	17	74	17	You set all the boundaries of the earth; You made the summer and winter.
16327	27	74	18	74	18	Remember how the enemy has mocked You, O LORD, how a foolish people has spurned Your name.
16328	27	74	19	74	19	Do not deliver the soul of Your dove to beasts; do not forget the lives of Your afflicted forever.
16329	27	74	20	74	20	Consider Your covenant, for haunts of violence fill the dark places of the land.
16330	27	74	21	74	21	Do not let the oppressed retreat in shame; may the poor and needy praise Your name.
16331	27	74	22	74	22	Rise up, O God; defend Your cause! Remember how the fool mocks You all day long.
16332	27	74	23	74	23	Do not disregard the clamor of Your adversaries, the uproar of Your enemies that ascends continually.
16333	27	75	1	75	0	For the choirmaster: To the tune of “Do not Destroy.” A Psalm of Asaph. A song. 
16334	27	75	2	75	1	We give thanks to You, O God; we give thanks, for Your Name is near. The people declare Your wondrous works.
16335	27	75	3	75	2	“When I choose a time, I will judge fairly.
16336	27	75	4	75	3	When the earth and all its dwellers quake, it is I who bear up its pillars. Selah
16337	27	75	5	75	4	I say to the proud, ‘Do not boast,’ and to the wicked, ‘Do not lift up your horn.
16338	27	75	6	75	5	Do not lift up your horn against heaven or speak with an outstretched neck.’”
16339	27	75	7	75	6	For exaltation comes neither from east nor west, nor out of the desert,
16340	27	75	8	75	7	but it is God who judges; He brings down one and exalts another.
16341	27	75	9	75	8	For a cup is in the hand of the LORD, full of foaming wine mixed with spices. He pours from His cup, and all the wicked of the earth drink it down to the dregs.
16342	27	75	10	75	9	But I will proclaim Him forever; I will sing praise to the God of Jacob.
16343	27	75	11	75	10	“All the horns of the wicked I will cut off, but the horns of the righteous will be exalted.”
16344	27	76	1	76	0	For the choirmaster. With stringed instruments. A Psalm of Asaph. A song. 
16345	27	76	2	76	1	God is known in Judah; His name is great in Israel.
16346	27	76	3	76	2	His tent is in Salem, His dwelling place in Zion.
16347	27	76	4	76	3	There He shattered the flaming arrows, the shield and sword and weapons of war. Selah
16348	27	76	5	76	4	You are resplendent with light, more majestic than mountains filled with game.
16349	27	76	6	76	5	The valiant lie plundered; they sleep their last sleep. No men of might could lift a hand.
16350	27	76	7	76	6	At Your rebuke, O God of Jacob, both horse and rider lie stunned.
16351	27	76	8	76	7	You alone are to be feared. When You are angry, who can stand before You?
16352	27	76	9	76	8	From heaven You pronounced judgment, and the earth feared and was still
16353	27	76	10	76	9	when God rose up to judge, to save all the lowly of the earth. Selah
16354	27	76	11	76	10	Even the wrath of man shall praise You; with the survivors of wrath You will clothe Yourself.
16355	27	76	12	76	11	Make and fulfill your vows to the LORD your God; let all the neighboring lands bring tribute to Him who is to be feared.
16356	27	76	13	76	12	He breaks the spirits of princes; He is feared by the kings of the earth.
16357	27	77	1	77	0	For the choirmaster. According to Jeduthun. A Psalm of Asaph.
16358	27	77	2	77	1	I cried out to God; I cried aloud to God to hear me.
16359	27	77	3	77	2	In the day of trouble I sought the Lord; through the night my outstretched hands did not grow weary; my soul refused to be comforted.
16360	27	77	4	77	3	I remembered You, O God, and I groaned; I mused and my spirit grew faint. Selah
16361	27	77	5	77	4	You have kept my eyes from closing; I am too troubled to speak.
16362	27	77	6	77	5	I considered the days of old, the years long in the past.
16363	27	77	7	77	6	At night I remembered my song; in my heart I mused, and my spirit pondered:
16364	27	77	8	77	7	“Will the Lord spurn us forever and never show His favor again?
16365	27	77	9	77	8	Is His loving devotion gone forever? Has His promise failed for all time?
16366	27	77	10	77	9	Has God forgotten to be gracious? Has His anger shut off His compassion?” Selah
16367	27	77	11	77	10	So I said, “I am grieved that the right hand of the Most High has changed.”
16368	27	77	12	77	11	I will remember the works of the LORD; yes, I will remember Your wonders of old.
16369	27	77	13	77	12	I will reflect on all You have done and ponder Your mighty deeds.
16370	27	77	14	77	13	Your way, O God, is holy. What god is so great as our God?
16371	27	77	15	77	14	You are the God who works wonders; You display Your strength among the peoples.
16372	27	77	16	77	15	With power You redeemed Your people, the sons of Jacob and Joseph. Selah
16373	27	77	17	77	16	The waters saw You, O God; the waters saw You and swirled; even the depths were shaken.
16374	27	77	18	77	17	The clouds poured down water; the skies resounded with thunder; Your arrows flashed back and forth.
16375	27	77	19	77	18	Your thunder resounded in the whirlwind; the lightning lit up the world; the earth trembled and quaked.
16376	27	77	20	77	19	Your path led through the sea, Your way through the mighty waters, but Your footprints were not to be found.
16377	27	77	21	77	20	You led Your people like a flock by the hand of Moses and Aaron.
16378	27	78	1	78	1	A Maskil of Asaph. Give ear, O my people, to my instruction; listen to the words of my mouth.
16379	27	78	2	78	2	I will open my mouth in parables; I will utter things hidden from the beginning,
16380	27	78	3	78	3	that we have heard and known and our fathers have relayed to us.
16381	27	78	4	78	4	We will not hide them from their children, but will declare to the next generation the praises of the LORD and His might, and the wonders He has performed.
16382	27	78	5	78	5	For He established a testimony in Jacob and appointed a law in Israel, which He commanded our fathers to teach to their children,
16383	27	78	6	78	6	that the coming generation would know them—even children yet to be born—to arise and tell their own children
16384	27	78	7	78	7	that they should put their confidence in God, not forgetting His works, but keeping His commandments.
16385	27	78	8	78	8	Then they will not be like their fathers, a stubborn and rebellious generation, whose heart was not loyal, whose spirit was not faithful to God.
16386	27	78	9	78	9	The archers of Ephraim turned back on the day of battle.
16387	27	78	10	78	10	They failed to keep God’s covenant and refused to live by His law.
16388	27	78	11	78	11	They forgot what He had done, the wonders He had shown them.
16389	27	78	12	78	12	He worked wonders before their fathers in the land of Egypt, in the region of Zoan.
16390	27	78	13	78	13	He split the sea and brought them through; He set the waters upright like a wall.
16391	27	78	14	78	14	He led them with a cloud by day and with a light of fire all night.
16392	27	78	15	78	15	He split the rocks in the wilderness and gave them drink as abundant as the seas.
16393	27	78	16	78	16	He brought streams from the stone and made water flow down like rivers.
16394	27	78	17	78	17	But they continued to sin against Him, rebelling in the desert against the Most High.
16395	27	78	18	78	18	They willfully tested God by demanding the food they craved.
16396	27	78	19	78	19	They spoke against God, saying, “Can God really prepare a table in the wilderness?
16397	27	78	20	78	20	When He struck the rock, water gushed out and torrents overflowed. But can He also give bread or supply His people with meat?”
16398	27	78	21	78	21	Therefore the LORD heard and was filled with wrath; so a fire was kindled against Jacob, and His anger flared against Israel,
16399	27	78	22	78	22	because they did not believe God or rely on His salvation.
16400	27	78	23	78	23	Yet He commanded the clouds above and opened the doors of the heavens.
16401	27	78	24	78	24	He rained down manna for them to eat; He gave them grain from heaven.
16402	27	78	25	78	25	Man ate the bread of angels; He sent them food in abundance.
16403	27	78	26	78	26	He stirred the east wind from the heavens and drove the south wind by His might.
16404	27	78	27	78	27	He rained meat on them like dust, and winged birds like the sand of the sea.
16405	27	78	28	78	28	He felled them in the midst of their camp, all around their dwellings.
16406	27	78	29	78	29	So they ate and were well filled, for He gave them what they craved.
16407	27	78	30	78	30	Yet before they had filled their desire, with the food still in their mouths,
16408	27	78	31	78	31	God’s anger flared against them, and He put to death their strongest and subdued the young men of Israel.
16409	27	78	32	78	32	In spite of all this, they kept on sinning; despite His wonderful works, they did not believe.
16410	27	78	33	78	33	So He ended their days in futility, and their years in sudden terror.
16411	27	78	34	78	34	When He slew them, they would seek Him; they repented and searched for God.
16412	27	78	35	78	35	And they remembered that God was their Rock, that God Most High was their Redeemer.
16413	27	78	36	78	36	But they deceived Him with their mouths, and lied to Him with their tongues.
16414	27	78	37	78	37	Their hearts were disloyal to Him, and they were unfaithful to His covenant.
16415	27	78	38	78	38	Yet He was compassionate; He forgave their iniquity and did not destroy them. He often restrained His anger and did not unleash His full wrath.
16416	27	78	39	78	39	He remembered that they were but flesh, a passing breeze that does not return.
16417	27	78	40	78	40	How often they disobeyed Him in the wilderness and grieved Him in the desert!
16418	27	78	41	78	41	Again and again they tested God and provoked the Holy One of Israel.
16419	27	78	42	78	42	They did not remember His power—the day He redeemed them from the adversary,
16420	27	78	43	78	43	when He performed His signs in Egypt and His wonders in the fields of Zoan.
16421	27	78	44	78	44	He turned their rivers to blood, and from their streams they could not drink.
16422	27	78	45	78	45	He sent swarms of flies that devoured them, and frogs that devastated them.
16423	27	78	46	78	46	He gave their crops to the grasshopper, the fruit of their labor to the locust.
16424	27	78	47	78	47	He killed their vines with hailstones and their sycamore-figs with sleet.
16425	27	78	48	78	48	He abandoned their cattle to the hail and their livestock to bolts of lightning.
